seller_id,number_of_orders,seller_zip_code_prefix
1dcfa3835714681d4ba4a93bc1e0fd41,15,16200
21e83881401b92b49fb09a16d3852291,15,38405
26785a546900236d66f2e4197c211158,15,8430
2953ce3a88f5e3c3b696d77fc9e4c8eb,15,4270
2c4c47cb51acd5ea5db5e0ae0e26542a,15,15290
3a1a1fec38dd360f15fc912e821e169d,15,2451
3c010235b7345c92f125d14ee232a76b,15,83800
4e8dacf3d38f281ae26c3e0321d92d88,15,8420
5a05a16bb50629ee31afab8a6d4c2674,15,95076
5a425cc503b39b262a847fd6212bf53b,15,86010
655220df33262c7e0c4949a147366f94,15,9951
7238a95bb63ef7e498389fb863b834a1,15,13487
76ea5315acb3f5f7ade3cd261faf922a,15,4213
81783131d2a97c8d44d406a4be81b5d9,15,18015
820cc752a266cdc6c1a1e61dd4583330,15,87050
87d3c3aeb3ead335511b3ce315eb341e,15,3059
8b8cfc8305aa441e4239358c9f6f2485,15,86020
a8739afb32aaa45e01815ca76f76f54b,15,9850
b37c4c02bda3161a7546a4e6d222d5b2,15,3667
ba5daa4041e1f15cdf34b76e3e18a450,15,4363
bce6a5ecf98e99fd2a8868b15c51f04b,15,7180
be8e909810184b9b19e886129149d8e5,15,13418
c2d70ce2c5d0a2eb75e78668236e6dc8,15,4275
c6a7539d424a8402232c2228d7a03c5e,15,3191
c84592044b180dec206770c38603814b,15,1026
ca4b77513ac2040591b0d8fae6958380,15,9190
d2e753bb80b7d4faa77483ed00edc8ca,15,45810
f1fd5ab1181f827ffad998c1a5de7d74,15,80010
f3c38ab652836d21de61fb8314b69182,15,1206
f9903dd0f812c7e771fcad47b6fff231,15,89070
fb3cfbc8a86f5d7fbb4d36b8df63f60d,15,21825
fdaaf5bfda82b7b80535610c831b8d09,15,15015
ffad1e7127fb622cb64a900751590acd,15,13465
0ac4201fda2c68ebc0e47cb9423cf3c9,14,3345
0b18d63d0cd1d723567903fd34a07df2,14,5141
112453736dbe3889cfb74e1aaa0ba0c1,14,3520
26e2c91ef821e1ff8985f408788fe35b,14,14940
39d61be7a92eb77b7da367bd4845bc0e,14,13420
3ca08eeb8d5595949fed424bd3677742,14,82510
45213867cefbf2cd4c6177e10216a951,14,13603
49e7217cfe4e427191c378ec626d8737,14,35570
4de6e4ba574aa9dfdc824bc44dc47fdd,14,83402
51702dc2a3e106c76dbff722b5bf0726,14,13835
52562a9f449c3dc3d53f5f5b9ed74903,14,59152
54065e9aef7e9e9c2dc23b7594db021a,14,20040
557f22c76691849db52d2abccf0015d0,14,75650
5882820ef11c4c068eea0677a7a879b4,14,95082
596849622429351f47b32e6cae1055ff,14,8710
5a413ade68e8f8d93071a7f52a64cb9e,14,3679
5b07547f10dd980738a1a27f685af669,14,7013
5b51032eddd242adc84c38acab88f23d,14,37564
5b85809efd0d0e4dea1a9544e1280ed9,14,19020
5f67c6082caacb26e431a7b17940cece,14,87083
659e8466eb3ff1b0e8740d74fb7bbedd,14,45820
6806dad1da97bfb5a9038eac6881f706,14,83280
6e1862e15f33d9994bc25922a85e1efc,14,13505
6f229cc508fc6915ed5c499efd93baa4,14,21931
768de2a4fc06aacecb9a586ccc30746a,14,70645
7b7f91e98f8c6def45a1407923304402,14,6154
7c1fea10b5b006671d608b1d7c446ec4,14,18550
7fc87cc3e89b3d1d5cabdca32f8485aa,14,7123
83645b1645cdee8953ee54c29ceed564,14,85875
88cf19ec1fc2c58f161aee259d57142c,14,13570
8a87611c08849ffeeccab52aa798b6c7,14,82940
8ff1a9df749e454105c55cda13e79143,14,17509
980640c45d7a4635885491d077167e4d,14,13501
9d681c7e12db302cb261e721040dde65,14,80330
a1474fd46fd3430168f7ec202da39408,14,83321
a4b6b9b992b46e9ef863637af96e04bc,14,88090
b6e1504972665f739dec4facb9943775,14,13405
b9ca8e8baa5d4aa038394a700f63e69f,14,3001
bbf9ad41dca6603e614efcdad7aab8c4,14,60348
c273175f7c6c80fb02f051e2fc6d0d72,14,5849
c840d3fdbba0790404fdae73d253b253,14,81530
c89cf7c468a48af70aada384e722f9e2,14,25730
c9a06ece156bb057372c68718ec8909b,14,73020
caa9bc43a9fe8cf9c564ddd8a03cc4a6,14,12308
d6ab728cf30867cf3f1a2e216ae2f9b7,14,3185
d93844a9c55ba7ce353388bcf849ea56,14,82320
df91910b6a03bb2e3358fa6a35e32f6f,14,9560
e256a62e0ac58c0edfba09966142d561,14,81320
e2c92f9c1c7746d899d18f2e158bbff7,14,15054
e8a85b5f3df47be0984c55fd4064dbb4,14,71825
f1c1ac3f3efc07e659c035008e615e66,14,2119
ffeee66ac5d5a62fe688b9d26f83f534,14,15130
0417b067eeab773d2f7061a726dc477f,13,89288
058cb5aeb36d7c0fcae20fc85d5e0a59,13,21635
13f57c12a00ed4610db646b913a7f5c6,13,11015
1660ad786c27fd935378b6192a90b417,13,9891
1f867308a0ce13133a4e639ff4de0c02,13,82510
26d6bbee02420494d471c9f6436929c0,13,81530
2d518637f53161b973e01f56ea4bb88e,13,2992
2e0dba2da448400b1c11d7b4b22f32a4,13,9070
2f74af7a0ee5636f12c2336f9fffed47,13,2376
36890be00bbfc1cdb9a4a38a6af05a69,13,6040
3969863bb8af7f72580b3b1ffd3a17b3,13,3550
41ab63a91b8b264e8c8780368bf1dd5b,13,31555
439a47cc365d6e3bd526812ea9de3c29,13,8730
562f8cfc51f265411f487d07e9c40e7f,13,30575
5abb8ea023c77787f2c15da891c8d384,13,89228
5b581417df4480f632484ba681e53944,13,88050
6b333a05bf188ef3e1f1662a86bd9855,13,72304
6d22a1fcebb6dd08c9cd90b92a93e8d0,13,89215
6e864f5c4669eff3d98140a07cc50202,13,5639
6ee85be3693ed79a8e80718743d80655,13,3937
7210cd29727d674c00741e5e387b3ccd,13,3279
7c4618c82226628831613e95e9c22f44,13,18136
8378eb36b6b70c5734e83ad7b8cdc3b7,13,88301
8629c241b3622ac12cd4118afdc8d394,13,14090
87b740daf17b5d1be335a64164ec6842,13,8615
8bd0e3abda539b9479c4b44a691be1ec,13,98910
92d14edfb62ee5ae7fdff70b0f4e7233,13,9810
97512d3fc193b2d1dfcdba0f9d1f0f8a,13,8270
a2fa0bdc798ee84cdb08281337cf4fb6,13,88063
aac51c486b672a9850d59f3e84b1cf88,13,2752
abc015ebac1d283a323ca9db35ede4b9,13,14055
b3b17aab11f273023a5f22ca52e1eb70,13,86065
b6dc74ed30f124f95227bed4e43a3bed,13,86702
bc07d855eac23aab5ac8a120f21d16b2,13,8710
bd1d49a326abfa9b1036772e40445430,13,17017
c3e1abd72a42fe690fcd89cf5720fe29,13,13840
c510bc1718f0f2961eaa42a23330681a,13,13330
c8c1bea22194a4eefa2dc9a9fa89f536,13,88210
cfd7ddab722b902f7ac5b5f3ba6d723d,13,32372
d9e7e7778b32987280a6f2cb9a39c57d,13,3304
da6a60cc8cc724fe51be021ff8be779c,13,28941
e627629ba868740e287800f1a9be81c2,13,1421
ed859002ad59dbf8cf3602696a6c3000,13,86035
f52c2422904463fdd7741f99045fecb6,13,9230
f5f1f2c5f923f36ad79ea1d07185ddc9,13,19820
014d9a685fd57276679edd00e07089e5,12,87015
01c97ebb5cdac52891c0ed1c37ba0012,12,15804
08084d990eb3f53af056ccbc1730c8a7,12,3612
0887a9f087bcd5d9f6642b52f897fc6c,12,11990
08d0949a9a17c027262db1f3c450c26c,12,85804
0a85ebe4e328db81ac9109781205e2f7,12,13205
0e982cff76cc0579f632cea8a0e38c9d,12,88316
141440cad9341e553f8401c574a2aa38,12,85200
1c5e4e49b9079480255b49d50aac1aa9,12,11030
1cbd32d00d01bb8087a5eb088612fd9c,12,3363
1d29dfba02015238dfbe2449a5eaa361,12,36576
2009a095de2a2a41626f6c6d7722678d,12,15025
2059c39f76271d4ca3f15b5ffaccc8b8,12,81930
257e61d3251fb5efb9daadddbc2cf7ca,12,86804
2addf05f476d0637864454e93ba673d5,12,70856
2dcf93836ae3ce0d7c93e2f10876467a,12,12240
2f09f7d37a97956d11cc1a7cadd5262b,12,14090
38e6dada03429a47197d5d584d793b41,12,4763
404e1ba01358af4cd63f679b2c4d1fa1,12,36032
40db9e9aa57f7bb151bcda6b0f9bdbb7,12,52010
431050a06a317f2b38168dec3dcd2b46,12,2475
457fe919b032a3f7dadba6fb92cf7855,12,13140
47efca563408aae19bb7206c2d969ea9,12,64033
49383af7ab774e4e8f3000f49c83dc4b,12,12080
4be6b962d83299498bae2190f95d6566,12,13561
512d298ac2a96d1931b6bd30aa21f61d,12,20060
59cd88080b93f3c18508673122d26169,12,11707
5ab05b6d86d417796c69ffd6774ec832,12,19815
5d9dc90a686a8fddacffab6bab5653a3,12,6513
68f86ba270525243e68ae74044f992b9,12,21941
6b803197e03abd5056b4313306b4f29d,12,1123
70849ca4f400aaabb62cb7462a6f1428,12,31210
723cd880edaacdb998898b67c8f9da30,12,14940
7357b52d27cbaa90f81a96cbc1279396,12,33400
77fccaae319668a8ab6cd0fd16aec48c,12,28035
7a2d2949aea47fab95fd98d6c9f618b1,12,81350
8476243f92442881ddd5b578975cf115,12,93700
89f69225956f951295ca4c7fb1266553,12,27700
8ca1551acf9832a4cf467bbbac15851f,12,83607
968268a686aa05d1f529fb07dff08130,12,1530
985c92cc412091f8529c12d7f23d3fef,12,36300
9c690ceacd5c66731bf443ea810195cb,12,37650
acadd4d36859671cb635527c6c977533,12,14270
acf974e4d5950ad143a247471b831eb9,12,95059
ae45df84722b1d15c5f32b23a095746c,12,3062
b0b346d3a89f5eb4c2968af3f083cd43,12,13105
b55638ad525e906c698fa2ce742c1742,12,88780
b5abf4f36adc043117b4fca82c22984c,12,72251
b8630e1121437d41cb08e3c749c2c2e2,12,25070
bd15ee794d5e640d9dd71b665b2ab15b,12,14078
bdae679a9b282249bc23b9b69dae9a99,12,72210
bfd938b22bc99bce1ae60dc602889f52,12,22775
c394e193cda3b4225ff2094d32184849,12,4104
c3acdfac4e3e97ff87529454fbc03642,12,5705
c7fdb77fdbff3c41981bc52f787e959e,12,9111
cb41bfbcbda0aea354a834ab222f9a59,12,3520
ccb83a794700270fde70898fe9ff368b,12,88960
cd3d09fbe6e3e9ff0c0ac0c300e93ae7,12,13380
d17f467e4bf608a510c20d82f4ba3b6b,12,95098
d1c7fa84e48cfa21a0e595167c1c500e,12,99730
d4910f1cdcfdabd48d6b316e395d4a23,12,9190
d4e4b5192cba4e0e66eb12a9d347239d,12,85904
d4ffeb15b67e81ff9af2b4252d99fb7e,12,12943
d9e8c084b68fe958861d8f2c21202e6b,12,5528
de9727ca376d1be6ec121b110aa7954c,12,87114
e1dc0754bada9ee4cfe9713f22f61292,12,25035
e504a4e2efaa45cbff7e268a2c58c956,12,13520
e64d65bc8dbec2accda90c58de5d1246,12,13500
ec80e49e69745ab6c14f984bf2149423,12,13480
f435898e493ba0356019a0b1cb8b55b1,12,81720
01bcc9d254a0143f0ce9791b960b2a47,11,76400
0249d282d911d23cb8b869ab49c99f53,11,5676
0570350b23eda5444f8d1d9544932058,11,5104
0791d9fc1e30678ecf03d3e55fa108d3,11,30775
0aa2205ca24f113f4658a5c536667426,11,4281
0ff83046c3fa22efee8ecf291888b191,11,95110
1690cada046eb7e92c12f98b1f8a8167,11,1303
17908cf9b444ee34047cadd5c0f4a516,11,75124
184a67a8f9f63234d3a92340bbdb727f,11,89220
1b1ae47a313a825a7ccceb8e2e30fa9d,11,83450
1b7e5006cb25dd23ce8686691013b121,11,2350
1e483cc5c76fef08d3ca05f9a8af7d01,11,2929
20b54c376b794ed028df09a3cd88e8dc,11,9560
226b05fe067266c59c15dae208213d06,11,81520
236585a4ddb5fea9fa40233e2249ed91,11,95088
26af45f5dfd967225a832838aa4e24a3,11,81070
2d42ebcda99fd55f6f4bc2f1ca035d50,11,76400
2f4b0d3b9634b647d4edee577d7ebb7e,11,2310
31ae0774c17fabd06ff707cc5bde005f,11,13478
38102b031c2a15e54623d711bfc753d3,11,62170
39c763cca83e654764b7a4a650fb9b7c,11,74563
3d0cd21d41671c46f82cd11176bf7277,11,89217
403aa86912527d730337ffcb0fb096ab,11,30220
41b86b552e54e3a7009596125aa8b167,11,2470
4677a5437afda5fa7140b927b07be1cc,11,84920
48fb026ed7455a42f5d3e9390ed5088e,11,27321
4ba52dfeba874da5b9ee7b17c7494f04,11,8790
508808d438fe2ff972ed13bb8f4a82e2,11,3963
525e75a6fb1454a2325ab1734bcec221,11,6453
5a6a02f419701fc8c605af71d4fc57a4,11,13465
5ef131ac72773e5b3f6c0d63cf424657,11,14075
5f7300535881cef3b625fd683cf7d145,11,92020
615005a3ef192c00c6f0e977cee3d2bc,11,13304
63a79f5a7eb5cb48a7e5787b141c7993,11,38701
656591be56071d4c9ef4e5fee78a578a,11,9180
670a9dda115b5a88b18cfadee8de2332,11,14096
6bbcb8924baf70b7fe2fe2097e8cd407,11,89031
6ddc28b61be28373b4503a1f61cf98a9,11,3543
6e0908ef4d4efadbc3cc2b74ea477cb0,11,20910
6f83d9e4da896daae20b9b6b2d3ff8d2,11,84925
788e857f317e53de488d393e65a80f45,11,8280
7bcd7c5f8631701474db233ccf1c094b,11,2047
817f85dbb65aa3e70831d90fe75cdf89,11,18530
89a51f50b8095ea78d5768f34c13a76f,11,71931
8bdd8e3fd58bafa48af76b2c5fd71974,11,1552
8e2b3afb420011ef0c88c9d5f11ea526,11,13060
91f0eec23d4a61d7d7caeefa3f0ad1ca,11,88704
9df5750209b83567ec144eb299d7d634,11,93032
9e6967d3cf386d284251784b18ccb485,11,9550
ab27bbbad5239bc31a34709275a70db4,11,18279
acb6c2ca5c82411c1fdb88d5fd5eb95e,11,3423
ad273c9eb54ecb4532de4bf75bae9e4e,11,80420
b080809eaacb49e5ca07290981472431,11,30431
b1204cfda1d4948679db3cfc0d3cb95c,11,7170
b16d3dadc47d4eb18be3d88bad0775ce,11,93608
b2c97074649f92197d9387d9033dda5f,11,18604
b2eecf5ea250510da76590ca79d60e5d,11,3318
b7ed9fb14c8eadb37adb9c45d67ab0fb,11,12331
b8114f2f589a6804810f04f99b36b498,11,9633
b81e3a6c866a764974fe849821abeebd,11,9360
b9a03475e6447e631b6799ec8274800f,11,85830
bb7a14e229b1c95156719c3d9552eeee,11,23095
bc302730ea8cf49b5c74f579febb5bbf,11,13015
c42fd8e4d47dfb18ce5222f2dd7752f9,11,6246
c4fabeea6e569d42d02993bb1f4f1cbc,11,60741
c5f7e746b7e6d07def6c0dae9903279b,11,81350
c5f7feb04a6a1fb3596322bfc3cf1917,11,9571
c990d6cf976a5718aaedc539f383ab88,11,13145
cb6c9f5888a7a090c75beaf615925792,11,29100
d1b9d4be4b6f9ebd85f8acd6745ba612,11,34006
d32e3909cfb714fb2a6cb092c85b9c5f,11,13215
e603cf3fec55f8697c9059638d6c8eb5,11,96080
e819bcfade7b5d88a27325eb6cfd62c5,11,7242
ea6b12bf9ffe2bac34602ec631d97a47,11,7093
eb3071b9f0b0ddaa2df5ea130f09f26b,11,4281
eb4df17aed01d918c65f0f8d650900c0,11,13140
f0e103c63864d5405b958d984b6e94c9,11,6150
f12d3c2a14729ae461b920c11fe20fdc,11,9080
fa74b2f3287d296e9fbd2cc80f2d1cf1,11,19023
fce62094ffe6a4009188ec44e681dfdd,11,4674
fe701d88b67eaca109dffd464d1be9f9,11,24900
ff4e2d38692ce827b1a4f4b8196e680d,11,3319
04fdea0c111866e6cf812f1570d6b5bd,10,8411
05a940b4ecae36cadfd8e93bd9c43257,10,74305
079d295dcbf06ee8bb1b65ba964eb2b6,10,2124
0ddefe3c7a032b91f4e25b9c3a08fca1,10,9721
13fa2a6c6b9d0f43cb588d7c82117a12,10,3567
1782ce2db72c3dda627d5e7c898104e1,10,6766
180c3376aff0e43dd5788709df48a843,10,9911
1996942dc085d7773ba77a529b163cd0,10,14850
1acde099eb406aa220b1169b188b42da,10,2532
262237171f48e85819065498cac80d7b,10,88352
2aa3443d7bf9d9bb11133f420d75e083,10,22713
2d2322d842118867781fc737e96d59a1,10,5879
2fdde51ad3e12f297da656d4fbd5d0b5,10,89228
312ba1d77e9c332ef21f9598b7f64cd7,10,7179
33d677f27a69b84051204ee4ae76eaca,10,89218
392353362d22cc2c236e1ee81ff19890,10,89069
3968920b9aa752ab98f7d5888c9252f2,10,17056
3c3017960b2dbd72711a61f0400aab8f,10,89251
3d2531eccfbde1d7c8db7a3a12fb267a,10,31340
3d4824f20035949c710eaf111f869d39,10,18015
3d621842b2ed28e2b474132480edac3c,10,8041
3e8bd881d92466e63ba9e3e809cd3c50,10,20751
3f0e48d209018b466fcd3bb4ccfeb520,10,80215
402916f742e5c740cc751493d9cf5053,10,39740
406740ee611378a662d274c7d8c43c4a,10,29056
41b14765bd56c8ad10971074380f9c0c,10,9070
53b0300ca793f9834cd69c0678d35ee8,10,13339
54583ab379489add547fe47b628db589,10,9810
55c96925041a14097b6a7825554f4ad5,10,2122
56e361f411e38dcef17cdc2a3d99628b,10,7113
59cea8e446d3834393058e7e0666b6fb,10,87050
5b2e94f2c22b39ccc24d34ad0f669672,10,1214
5c030029b5916fed0986310385ec9009,10,88075
5c3460cd3e8a984382ae254e7dd20d9f,10,15085
5f26c1408a65b42a7224cd463bdf3292,10,86707
6b9b80d53ba3676eafe60268a810b5a1,10,31160
6eb94e1466490d327a09abf8f3552a50,10,13219
70b52a4cfc823994561b00bad161b4ed,10,2727
76c47a299e4a8fe992316a85865acbe9,10,14075
7fdb0720c8d7c9075538b365dc8c3a22,10,85904
851773c885feb5e2da3b4f82bc2b17ce,10,18683
8603f0038fe0e52fedd3382d266723de,10,88495
8d899e15a5925f097cca50faa49b15e3,10,18131
9198786624eaeb375793215cad26cfa6,10,89136
9449f25aeaf531019b76999ea49a6949,10,21040
9d39404483343dd55c7ae254494d8388,10,1044
9dd59e43f0c9f0553244e8f9c2fb247e,10,85851
a0415d9b25ede3c4b1e477e9916ffc03,10,26255
a13580f0e8f782b7a543885a0ef99f08,10,22790
ab3e0c171fe84a7ba7de130f19cfb485,10,86690
ade45994b717ccee333492330fbf037b,10,87505
b127efdabeffb5d559349c7b172eb75d,10,4308
c157bdeedcbc9a8e3c8bf0d87ff24428,10,18120
c878515173c84a492ebe50d6b493230b,10,85880
ca77545ca4d2dfd1431bf61334e2fa3c,10,87020
cac63f48c38cd7d002a7e846dcd99a23,10,13170
cb9fb4ca75d7ba8437480e8dde64fe98,10,3551
cbf09e831b0c11f6f23ffb51004db972,10,9726
d7485b33791774c36108f8c69602d48d,10,81020
d94ba08b99bedd6a5f6c875ecc4a6fac,10,86800
e1b12447a7563944843191754aeb5562,10,7145
e644cbadf7eeb30d0d29f335ce7d52ec,10,3029
e9c6969d40e6a3d2d0f90013165c2b98,10,3448
f1b93673502375d491780bb49d615dbc,10,12228
f44b6f775a2b390380e0e30b5c9d3eee,10,3057
f5f46307a4d15880ca14fab4ad9dfc9b,10,89165
f8201cab383e484733266d1906e2fdfa,10,88137
fac1a9017ade7bdc94058fc1c969f355,10,1126
fe1bbc5feda5c8979a8a1b3b2512d5a6,10,38680
fec6275253471ace26d209bbaa64cd0f,10,28605
039b29ff3b3473435d0cd59040575de9,9,9443
03a2a6dcbe45d639c4dc2a0d24769c40,9,9340
06532f10282704ef4c69168b914b77be,9,87140
07017df32dc5f2f1d2801e579548d620,9,58030
07de60b03d150fb3ea09eab5da5e4c8b,9,14940
0bebbb2cea103a4a020c95d43fd7d754,9,2515
10ff823eda2b032e2c93d17a7d294736,9,17280
134a288e7de827ec5ec62e3ec9c3a295,9,3168
13c2ed7698b3ca92dad49e849219da59,9,84010
1976a05ecf2996d6ffb7b5430e635fe7,9,19806
1bb3812d5f0747a3ab7348f199001a10,9,4708
1cbd50a8c52e6cf8e315c5709fab386f,9,83830
2379bdc3888025689a9deb7b141507d5,9,13806
3076499bbc033a927bf4a8a41bcf7fd4,9,15350
3492e68f37fd1df87f4f2f2ea247f445,9,13322
3d4b1ae7539303b5704493798893e82c,9,3244
4049512728d969bec69f84088b012416,9,30310
4ef4c39cf3c24f326434cf0b2e48046a,9,5004
538caafddff204241cecbf3a02e6b3cf,9,4516
55dedd83e501d8248880557d9073cbfd,9,22061
5962468f885ea01a1b6a97a218797b0a,9,82040
5b35136197710e16ac5e7b7c2bd4ea85,9,22640
5ee7fd217d08dfe5d3e2f51f96a12c9a,9,13880
5eeb9c756d9780b96283e5a2ac6da334,9,14010
65a7c0788e4d632ccb5e1b594b87f0bb,9,5782
6c99c983ce3b6ba0ab813e6790e81691,9,38400
6da1992f915d77be95d7fa48b36904af,9,1026
71dc18fd8cbf5fd77f45dd8b427abb34,9,82520
75a4764c108403a7a0575140cb22287c,9,95072
7813ea3ebd9411dc600b4dd01f7a97b9,9,6018
7f5e4d5efad7e44b91115dd1decb65f3,9,12306
822b63912576852aea9a8436d72317b7,9,13840
85cc55e048b6bcc90c75afe7f0e72f72,9,27345
8a9260f2b0340411d6d2a56bcf4f7378,9,32180
8b2d4ab22f42c5cfc338b846decfda60,9,83820
8c0de775f52fe41590b376a3b7c50f68,9,13178
9539213aa8e023c01937bef95dc006da,9,3673
95b293867b5862941c9cd74f756a3c68,9,8223
9bc484c87d79cd4874e05ca182658045,9,2422
9cea4682e16655f7da87f406902e989e,9,83707
a1bea7061f61f6fdd9a85a6325ba1033,9,6311
a36ac007a4d18f865c8d32c3b2402c2d,9,6455
a478c7961d6a992065b24e63b366f90b,9,89036
ad75519a07f039025e83795a4418470f,9,76500
b248792ac0b60ec3f93d80af1b4fae47,9,9560
b3f19518fcec265b2e97af287725f981,9,15170
b8578d2d823bd8e251f6fdd02b40902d,9,89069
b87a7ea0c30fad2dd6781b74a0064859,9,4133
bafc5aa11e413978be29040f51342e70,9,30130
bd149ed516d4c5d418d5781f8e18919f,9,7241
c0098efcf800861dcae589affca31408,9,14080
c24173065483e421f9e5e7f599de101d,9,3548
c33a5c3c983090c8b78a28e65052a20d,9,88802
c35affa65afd250151285c5917fc1c8a,9,8050
c458e2045a8aa8964f8879af03fdcce6,9,9572
c4f7fee5b0db50e87766f5a4d1b1b758,9,18085
c500367424994318b9e779ff1ae9a330,9,13145
c64a2aec32cc408a8a4c6d7c46017f91,9,95625
c7a0a13cbcf29d5ce51c8f80afdc0b89,9,89170
c8cc60ffd415254af5d9b9f34f32c369,9,18053
cf8ab1616079e2793aa29d524df01bb1,9,4088
d0d70d21e2234dd7cd3cf63fe414148a,9,58865
d1582f4043306e6b91afa6a8a884f898,9,3445
d29ba1220fb8634fa3a107e54497b8a4,9,13560
d3dcf0604eabf0224fbd5948b5e02f69,9,3654
d5c530f4884a75ae0dba9c148718d278,9,35660
daf565f087a52def0fd5c5825b3661bc,9,88350
e88c9b79e592e370d6bd852eeefbf057,9,85501
e8dba4d70f7f2b20e775d09cae01142d,9,13456
ead2bab70821ea148476ae9bc08548ac,9,31980
ed9eef5be0992d413d251fadba1a410d,9,13845
ef30892870c278497523264be1be2241,9,14801
f35b3c613c4f7b2275f4185d0a3c59ec,9,5417
f9ec7093df3a7b346b7bcf7864069ca3,9,5138
ff4ea69c2a729e83e63c7579e4ef8170,9,7071
024b564ae893ce8e9bfa02c10a401ece,8,3280
034b9387752bfa309f350a70cd45ffa3,8,89036
05e107217c7266362fd44b75b2cd4cc4,8,5353
081acf3de680d554796c9cf041be7bc2,8,33200
085f6f7e049c996695fb2074fe38d45e,8,12020
0aea4c6ae1505b3228ddf3dd7822ee5b,8,18080
0d83f8e03188682112cc0d93523705cc,8,91150
15ead3a5037a918ddb520dfe39a3d2b9,8,36401
15fa791d5e017f66402dc28c44480657,8,3307
1b45169b635ef59425637e9a33eb5fb3,8,87050
1dd33b8119b3cb1056ed5dc88cd0aaf4,8,4710
27a56ff04b34c2ba34ce6ba4d3b9d616,8,13033
282c7480173bb9c01dd41cc739fec010,8,4795
293dee954235e4e4e43f129313625ebe,8,72125
297d5eccd19fa9a83b2630071ff105e4,8,80710
2bf28e311bba65237358230cabac3f15,8,86047
2c3d56f92f360fb89d849b84e8f50eae,8,6420
32fdd5d44ecb43dfd6a24b9369eca144,8,35557
34f563c82a85b99ae9e6d60db5fc2e28,8,93700
37dd29b36c458d82f74a953c40c43645,8,13480
3985a3c45be355a4c57fde108bfabd1c,8,95690
39a5005f2605cbdb4f9ac14485cabfd1,8,14780
3a490ba60afa30ece0e7d50cfe74a4f0,8,31365
3d39fbf22a665714baf62fae36029e23,8,13040
4091f77d8c768fc3e81c20761471761d,8,3059
455c5640e8c5bd1b2ee85c0158f85727,8,89128
4b1eaadf791bdbbad8c4a35b65236d52,8,14092
4c61e37f664c3c88aff092aa5ac779d7,8,24020
4cf490a58259286ada5ba8525ba9e84a,8,14910
4d0041cdbe51b4617d95c70b19decc74,8,36052
4d600e08ecbe08258c79e536c5a42fee,8,85988
4eb61f060e7dcc1d5a80d806c35cc541,8,5743
52a52b9f656520e99716f5bc40f661c8,8,13573
577719699805dd125d5b6fdde5943bba,8,95150
579891617139df7d8671d373f0669622,8,20061
57fe6232e67823593374a2281d7a8af8,8,13360
5acd070dd3fe441bbb2ec1f1ede515ee,8,13203
5e105f5c9f63f5f1fd75d6cb942e55b1,8,15076
5fd924b4836098a5be0ecf81ba054ce0,8,3554
67225bff54a172ff67579aaf583efd78,8,85960
6861de0f40cacb0602e473c51639f980,8,80420
6b89abe95848c850399130d149a39b63,8,75640
6e4a902d1054e4e17aa6eab87fac1c75,8,18090
70125af26c2d6d4ef401a1d02ae7701f,8,74435
71271995e85f5b8530be99ed54a91b89,8,91360
725af026f869236a8dd0ceb98564d156,8,35530
73b8eb4a9a729d4019b24ed1be748cbf,8,13070
79565f7d5603b24ddf07ade262547f2f,8,14804
7b98de631987e26dd6d803490c43a13c,8,87900
7ecef8194babfec876ca720714327841,8,13041
8185694b58b2ba6de20fd41ae608bbea,8,6764
87e24fc7052259b1f7f607d61c10d8be,8,5734
89de2d6f23e9746ff309705b23581faa,8,86060
8c3b533c63cca56240f94f1e3a6b18ef,8,31050
8d92f3ea807b89465643c219455e7369,8,3052
8f2b51a30523cdecddc2f179f351c7d6,8,4833
8f580d36c1e9d6fbce95283403c7d447,8,14090
8fbd63429be6d3e5e6d1a709b6464802,8,9130
8ff38bc3969e67c36c48343a07090f66,8,8260
9140bd1d9de28b197dce077bdd687438,8,13900
94b9108d4b637ba65bb4f1e53cfcf8d8,8,7221
9a1aea68d3efa00862ec88c0768037d0,8,15806
9c7fd21e0aa159b20da593371f08ff7c,8,6180
a06c8ff043abea0528ee44171e2140a2,8,35501
a1544b9ea0b2390e020537d4daa89049,8,13211
a414555ce331b8c8aea4a9cb8395194d,8,3638
a5259c149128e82c9d6d46e0c1c812bb,8,76900
ac6417315ae5da8f9a38ee11de6f7780,8,7400
ae8bfdbf1c2a2a2dee92d799db0a31c6,8,85900
b44dbfbf62e52125f3c15d230569ea91,8,4251
b67d6c666e8dce1d078c882825e12704,8,3641
ba6b4a237f92479743cf0ca06b67a9ac,8,23550
be3b4b0f050a6aa1b2d901c4b77e979f,8,84430
c447f8dd3ed213f291d65ef074a268eb,8,19802
c54679b132454625907c773d273d4126,8,11443
c5e60e39c0f42b8e827daa13cff74afa,8,3449
c6218512d16fcac0af02fe92691cf274,8,32315
c79151301b9d90985d1fa52879213105,8,87083
ca7c6bd577e559472af1c699de9e764e,8,9812
d9d43faf741ceaa8da52fdbb81d9e0e3,8,36010
dace965ca58120f92f8d742a9fa1864b,8,14015
dc7192adf8ba09569261f4a8d576afe0,8,18401
de66a66f2dd06bb9ec37aa96987466a3,8,20910
e0eabded302882513ced4ea3eb0c7059,8,13023
e3dd723429d1b23614b7fa85e2c7a853,8,9810
e83c76265fc54bf41eac728805e4da77,8,16074
eb72802c83dc7547529c9546d1a9b8ef,8,13504
ec2e006556300a79a5a91e4876ab3a56,8,3445
